epoch,acc,nmi,ari,loss,loss_fd,loss_id
1,0.1407146007940009,0.030724152918457738,0.008253570453039807,11.282368659973145,3.5226736068725586,7.7596940994262695
2,0.20291133656815175,0.10440540687322512,0.040090059329262025,11.327625274658203,3.5248382091522217,7.802788257598877
4,0.3643581826202029,0.29111031064167536,0.16951147770970582,10.689270973205566,3.5168466567993164,7.172422885894775
6,0.3762681958535509,0.30144962167659617,0.18920797343586426,10.424083709716797,3.513948440551758,6.910135269165039
8,0.42170269078076755,0.33800903586168685,0.2292575681266975,10.36014175415039,3.5129973888397217,6.84714412689209
10,0.46493162770180857,0.36023603430586065,0.2529377134114103,10.34582233428955,3.512019157409668,6.833805561065674
12,0.47154830172033524,0.36572630209264234,0.2586302066911856,10.330666542053223,3.5111255645751953,6.81954288482666
14,0.48919276576973975,0.3828148968654855,0.27452211771098034,10.322463989257812,3.5103070735931396,6.812155723571777
16,0.49713277459197175,0.3983058074173075,0.2884820276888651,10.319279670715332,3.509674072265625,6.809603691101074
18,0.5011027790030878,0.39822677935705497,0.29006053803001103,10.314884185791016,3.5091140270233154,6.805769920349121
20,0.4953683281870313,0.39320961218603084,0.2817618747951884,10.309374809265137,3.508624315261841,6.800751686096191
22,0.5147772386413763,0.4097209611165531,0.30908907009506076,10.308652877807617,3.508289337158203,6.800363540649414
24,0.4997794441993824,0.3997281167863852,0.2891647016740527,10.307958602905273,3.5078938007354736,6.800063133239746
26,0.5046316718129686,0.4045395249677895,0.2871531624552966,10.303964614868164,3.5075302124023438,6.796433448791504
28,0.5244816938685487,0.4163162233297479,0.3073694892047802,10.303021430969238,3.5072214603424072,6.795799732208252
30,0.4988972209969122,0.41396550309539143,0.30228002368936396,10.297967910766602,3.5069005489349365,6.791068077087402
32,0.5408028231142479,0.4302167596160771,0.33098124277576807,10.302180290222168,3.506696939468384,6.79548454284668
34,0.5205116894574328,0.4119331620511596,0.302510091224505,10.297542572021484,3.5063977241516113,6.791144847869873
36,0.5425672695191883,0.43245434755285206,0.33024349296485106,10.297478675842285,3.5061914920806885,6.791289806365967
38,0.5077194530216145,0.41274197189207623,0.29654457370496556,10.295011520385742,3.505941867828369,6.789068698883057
40,0.5125716806352008,0.42184524958042807,0.3106671031993363,10.292681694030762,3.5057435035705566,6.786938190460205
42,0.5575650639611822,0.43140377682145875,0.321489274552647,10.290506362915039,3.505537271499634,6.784966945648193
44,0.5782973092192325,0.4548972737622889,0.3518311440420812,10.291382789611816,3.505458354949951,6.785923480987549
46,0.48125275694750774,0.4127303329596905,0.29091845307316605,10.291324615478516,3.505310535430908,6.786014556884766
48,0.5902073224525805,0.46203992959351714,0.36424043418682334,10.292203903198242,3.505117654800415,6.787086009979248
50,0.45081605646228495,0.39688568458882273,0.27612190565265493,10.288717269897461,3.504995584487915,6.783720970153809
52,0.5191883546537274,0.43740660820397453,0.3291427331329119,10.288431167602539,3.5048155784606934,6.783614158630371
54,0.5928539920599912,0.46695917999656983,0.36826876086341126,10.285869598388672,3.5046982765197754,6.781169891357422
56,0.588001764446405,0.4645113056264798,0.3660723684940391,10.286375999450684,3.5045955181121826,6.781778812408447
58,0.5231583590648434,0.4415629058461391,0.3276129215461497,10.286433219909668,3.5045371055603027,6.781895637512207
60,0.5950595500661667,0.47629201773311725,0.37620391436173023,10.284509658813477,3.5043039321899414,6.780204772949219
62,0.521835024261138,0.4420224232302754,0.32663620733602583,10.283706665039062,3.5042920112609863,6.779412269592285
64,0.5200705778561976,0.44271346252584,0.3276070311529777,10.28350830078125,3.504110813140869,6.779397010803223
66,0.5359505955006617,0.4543081266953458,0.34492612895695735,10.280964851379395,3.503960609436035,6.77700662612915
68,0.5205116894574328,0.4470445900581011,0.3336476497102345,10.282127380371094,3.503912925720215,6.778214454650879
70,0.5284516982796648,0.4527022315995107,0.3372932892764293,10.280354499816895,3.5037736892700195,6.776580810546875
72,0.5244816938685487,0.4449492169938489,0.33282676930367416,10.2808837890625,3.503803253173828,6.77708101272583
74,0.537273930304367,0.4499837387028652,0.3394141796435839,10.282788276672363,3.5036697387695312,6.779118537902832
76,0.5125716806352008,0.4447178805625501,0.3295086356500839,10.279327392578125,3.5035619735717773,6.775765895843506
78,0.5796206440229378,0.47817787932148426,0.37795377632682386,10.276618957519531,3.5034289360046387,6.773189544677734
80,0.5240405822673136,0.4496999771891526,0.3341712524112821,10.278162002563477,3.503432035446167,6.77473258972168
82,0.5730039700044112,0.47487290298181123,0.3727155023157206,10.279807090759277,3.503373622894287,6.776434898376465
84,0.5430083811204235,0.4606078403846806,0.34642932942077886,10.279415130615234,3.503290891647339,6.776126861572266
86,0.5103661226290251,0.45248066182139307,0.33335645244262596,10.276371002197266,3.5031206607818604,6.773250579833984
88,0.5271283634759594,0.45807364189554745,0.34043239864257285,10.275578498840332,3.5031464099884033,6.77243185043335
90,0.5791795324217027,0.4785070027080944,0.37833841415776875,10.277886390686035,3.5030875205993652,6.7747979164123535
92,0.5350683722981915,0.4609595570143141,0.3445918734809646,10.276935577392578,3.502971649169922,6.7739644050598145
94,0.5827084252315836,0.4775903030042957,0.37011542530116276,10.278823852539062,3.5029571056365967,6.775867938995361
96,0.5355094838994265,0.4635096493168545,0.3461904040640772,10.274693489074707,3.5028839111328125,6.771811008453369
98,0.48963387737097486,0.43351566499863897,0.3122444613867319,10.27460765838623,3.502852201461792,6.771753311157227
100,0.5306572562858404,0.45828193827030606,0.34141460860141276,10.27479076385498,3.502781629562378,6.772009372711182
102,0.4741949713277459,0.4179836089312294,0.2970243992048279,10.275449752807617,3.502742290496826,6.772708415985107
104,0.533303925893251,0.4631928455202696,0.34657809227186553,10.274543762207031,3.5027689933776855,6.771772861480713
106,0.49272165857962064,0.44158584289823866,0.31577206453747353,10.273661613464355,3.5026397705078125,6.771022319793701
108,0.4909572121746802,0.4327312850039172,0.3101105035528194,10.273614883422852,3.5025722980499268,6.771042823791504
110,0.5857962064402293,0.4826508530382507,0.38699220726756595,10.273758888244629,3.5025551319122314,6.77120304107666
112,0.5438906043228937,0.4772874787694078,0.3562574245113283,10.271489143371582,3.502440929412842,6.769047737121582
114,0.5346272606969563,0.46236795702343486,0.3386218882307549,10.271158218383789,3.502439022064209,6.7687177658081055
116,0.5359505955006617,0.46411800326360875,0.3468189607963308,10.272170066833496,3.502366781234741,6.769802093505859
118,0.58844287604764,0.4872245180363133,0.3893711330915363,10.271163940429688,3.502305030822754,6.768857955932617
120,0.4653727393030437,0.43375700693945546,0.30076605747418517,10.271442413330078,3.502305507659912,6.769135475158691
122,0.6052051168945743,0.48636431001354014,0.3839623501646183,10.271294593811035,3.502267360687256,6.76902961730957
124,0.4878694309660344,0.4402780756954109,0.3166577834035869,10.272775650024414,3.502300262451172,6.770473957061768
126,0.5438906043228937,0.4674692066615282,0.3525498602638202,10.271700859069824,3.502228260040283,6.769473552703857
128,0.5359505955006617,0.46543410030130106,0.3473775682572826,10.269838333129883,3.502142906188965,6.767694473266602
130,0.4825760917512131,0.43981854082702954,0.3094159330863228,10.27099323272705,3.502091884613037,6.76890230178833
132,0.5408028231142479,0.4645056663131111,0.3498482445124425,10.270360946655273,3.5020835399627686,6.768277645111084
134,0.5902073224525805,0.48737283583855,0.3889132517199456,10.269735336303711,3.50209379196167,6.767641544342041
136,0.5244816938685487,0.46637427754417804,0.3470619110054782,10.269034385681152,3.5020103454589844,6.767026424407959
138,0.49757388619320686,0.4516394384463152,0.3209099634720166,10.269817352294922,3.501984119415283,6.7678327560424805
140,0.5385972651080724,0.46646896722116,0.34547663202472484,10.268248558044434,3.5019209384918213,6.766326427459717
142,0.49316277018085575,0.4343797568499155,0.30750641003353363,10.267818450927734,3.5018818378448486,6.765936851501465
144,0.5222761358623732,0.4575785181634043,0.3357758991790815,10.26854419708252,3.5018625259399414,6.766681671142578
146,0.4874283193647993,0.43635575178157515,0.31128371721962883,10.267765998840332,3.501801013946533,6.765965461730957
148,0.5275694750771945,0.45421872594699636,0.33399584246572334,10.266880989074707,3.5017802715301514,6.765101432800293
150,0.4878694309660344,0.4242396360957533,0.3021081859117011,10.270176887512207,3.501861572265625,6.768315315246582
